-5345.11029015	639.052710401	-0.369540174048
Mineral apagado
-5344.17802898	638.588259827	-0.196394120668
-5344.12319009	638.795840798	-0.20541575872
-5344.4887827	640.201514678	0.0975030881761
-5345.16512905	639.615738239	-0.097850074255
-5344.5436216	639.588250348	-0.0503129814432
-5344.34254566	639.723794087	0.0333106635762
-5344.15974935	640.084928105	0.249136004663
-5343.7758771	639.576876049	-0.0575996891005
-5344.41566418	639.792039886	-0.0572527030216
-5344.5436216	639.792987744	-0.00728670765729
-5344.4887827	639.888721434	0.107218698386
-5344.74469754	639.921896475	-0.0430262737859
-5346.31674579	648.410915536	1.95491956863
-5345.31136609	640.453644989	0.422629044123
-5346.62749951	639.150339807	-0.309164596316
-5344.4887827	639.275457105	-0.111382531333
-5344.98233274	642.250784353	-0.465655317909
-5344.68985864	647.441256481	-0.884120529084
-5344.19630861	639.983507265	-0.374050993074
-5345.60384018	640.229002569	0.106524726228
-5345.20168831	640.148434612	0.0392094269178
-5344.67157901	635.969327305	-2.11765603964
-5344.7812568	639.779717728	-1.63846826465
-5345.43932351	635.828096416	-2.24881677747
-5344.76297717	639.332328604	-0.483351607933
-5345.7317976	639.871659984	-0.14122333412
-5344.45222344	639.142756941	-0.656844647393
-5345.56728092	639.475455209	0.152326888645
-5344.79953643	638.842285855	-0.840053297062
-5345.29308646	639.618581814	-0.83415453372
-5345.09201052	638.827120122	-0.962886368999
-5345.00061237	638.346555957	-0.986134436286
-5344.56190123	638.253665842	-0.983358547655
-5344.59846049	638.380678856	-0.865730266902
-5345.7317976	639.523795983	-0.0395564129967
-5344.28770677	640.930417721	0.641230273841
-5344.26942713	642.168320679	0.536787464087
-5344.14146972	639.037544668	-0.969132118419
-5344.21458824	641.98254045	0.251217921137
-5344.74469754	641.810030237	0.278282835293
-5343.46512338	640.410043507	-0.119710197227
-5343.88555489	640.168339637	-0.187719468695
-5345.018892	641.24605454	-0.457674638094
-5343.51996227	639.387304386	0.0964621299393
-5344.43394381	640.235637577	0.13810045941
-5343.17264929	639.336120037	-0.695360102153
-5344.47050307	639.357920778	-0.434773556885
-5344.14146972	639.346546478	-0.536787464087
-5344.34254566	639.893460725	-0.595081125345
-5344.12319009	639.847963526	-0.382378658968
-5344.5436216	639.156974815	-0.958375549973
-5345.05545126	638.626174159	-0.719302141598
-5344.79953643	639.142756941	-0.729364737887
-5343.70275858	634.369342471	-1.68669932962
-5344.21458824	638.974986019	-0.300836930422
-5343.35544559	641.134207259	0.328942802815
-5344.34254566	639.374034369	-0.57426196061
-5343.44684375	639.434697301	-0.184943580064
-5344.21458824	639.721898371	-0.196741106747
-5344.23286787	639.619529673	-0.236991491901
-5344.45222344	639.710524071	-0.201251925773
-5344.74469754	639.927583625	-0.270649141556
-5344.47050307	639.816684202	-0.17002317867
-5344.81781606	639.645121847	-0.283140640398
-5343.68447895	639.632799689	-0.0333106635762
-5343.73931784	640.585397295	0.122139099779
-5344.0135123	639.872607843	-0.351843884023
-5344.5436216	639.646069706	-0.265097364294
-5344.37910492	640.032795898	-0.0260239559189
-5343.55652153	639.766447711	-0.315063359658
